tradedate,asset,series_type,expiration_date,valtoday,voltoday,openposition,oichange,updatetime
2026-04-02,RTKM,W,2026-04-08,142500.0,250,4414,200,2026-04-02 23:50:00
2026-04-02,RTKM,W,2026-04-22,310500.0,550,1100,1100,2026-04-02 23:50:00
2026-04-02,RTKM,M,2026-04-15,176130.0,309,14200,18,2026-04-02 23:50:00
2026-04-02,RUAL,W,2026-04-08,1294665.0,3130,16754,2892,2026-04-02 23:50:00
2026-04-02,RUAL,W,2026-04-22,227895.0,577,1154,1154,2026-04-02 23:50:00
2026-04-02,RUAL,M,2026-04-15,1802910.0,4331,17468,7402,2026-04-02 23:50:00
2026-04-02,RUAL,W,2026-04-08,1294665.0,3130,16754,2892,2026-04-02 23:50:00
2026-04-02,RUAL,W,2026-04-22,227895.0,577,1154,1154,2026-04-02 23:50:00
2026-04-02,RUAL,M,2026-04-15,1802910.0,4331,17468,7402,2026-04-02 23:50:00
2026-04-02,SIBN,W,2026-04-08,357720.0,682,2444,1024,2026-04-02 23:50:00
2026-04-02,SIBN,W,2026-04-22,43550.0,85,170,170,2026-04-02 23:50:00
2026-04-02,SIBN,M,2026-04-15,330880.0,629,5770,1038,2026-04-02 23:50:00
2026-04-02,SIBN,W,2026-04-08,357720.0,682,2444,1024,2026-04-02 23:50:00
2026-04-02,SIBN,W,2026-04-22,43550.0,85,170,170,2026-04-02 23:50:00
2026-04-02,SIBN,M,2026-04-15,330880.0,629,5770,1038,2026-04-02 23:50:00
2026-04-02,SMLT,W,2026-04-08,300750.0,469,2356,776,2026-04-02 23:50:00
2026-04-02,SMLT,W,2026-04-22,104850.0,154,308,308,2026-04-02 23:50:00
2026-04-02,SMLT,M,2026-04-15,184650.0,260,5784,242,2026-04-02 23:50:00
2026-04-02,SMLT,W,2026-04-08,300750.0,469,2356,776,2026-04-02 23:50:00
2026-04-02,SMLT,W,2026-04-22,104850.0,154,308,308,2026-04-02 23:50:00
2026-04-02,SMLT,M,2026-04-15,184650.0,260,5784,242,2026-04-02 23:50:00
2026-04-02,SPBE,W,2026-04-08,48000.0,200,400,400,2026-04-02 23:50:00
2026-04-02,SPBE,W,2026-04-08,48000.0,200,400,400,2026-04-02 23:50:00
2026-04-02,SVCB,W,2026-04-08,254200.0,202,2414,314,2026-04-02 23:50:00
2026-04-02,SVCB,W,2026-04-22,78750.0,65,130,130,2026-04-02 23:50:00
2026-04-02,SVCB,M,2026-04-15,70200.0,57,2430,114,2026-04-02 23:50:00
2026-04-02,SVCB,W,2026-04-08,254200.0,202,2414,314,2026-04-02 23:50:00
2026-04-02,SVCB,W,2026-04-22,78750.0,65,130,130,2026-04-02 23:50:00
2026-04-02,SVCB,M,2026-04-15,70200.0,57,2430,114,2026-04-02 23:50:00
2026-04-02,TATN,W,2026-04-08,6977175.0,10752,37872,1582,2026-04-02 23:50:00
2026-04-02,TATN,W,2026-04-22,5242500.0,8050,16100,16100,2026-04-02 23:50:00
2026-04-02,TATN,M,2026-04-15,8075825.0,12363,98334,7954,2026-04-02 23:50:00
2026-04-02,TATN,Q,2027-12-15,0.0,24,282228,-48,2026-04-02 18:23:34
2026-04-02,TATN,Q,2028-09-20,0.0,77,71986,0,2026-04-02 18:23:28
2026-04-02,TATN,W,2026-04-08,6977175.0,10752,37872,1582,2026-04-02 23:50:00
2026-04-02,TATN,W,2026-04-22,5242500.0,8050,16100,16100,2026-04-02 23:50:00
2026-04-02,TATN,M,2026-04-15,8075825.0,12363,98334,7954,2026-04-02 23:50:00
2026-04-02,TATN,Q,2027-12-15,0.0,24,282228,-48,2026-04-02 18:23:34
2026-04-02,TATN,Q,2028-09-20,0.0,77,71986,0,2026-04-02 18:23:28
2026-04-02,VKCO,W,2026-04-08,1162200.0,4160,16546,6284,2026-04-02 23:50:00
2026-04-02,VKCO,W,2026-04-22,298700.0,1045,2124,2090,2026-04-02 23:50:00
2026-04-02,VKCO,M,2026-04-15,467440.0,1744,11978,3112,2026-04-02 23:50:00
2026-04-02,VKCO,W,2026-04-08,1162200.0,4160,16546,6284,2026-04-02 23:50:00
2026-04-02,VKCO,W,2026-04-22,298700.0,1045,2124,2090,2026-04-02 23:50:00
2026-04-02,VKCO,M,2026-04-15,467440.0,1744,11978,3112,2026-04-02 23:50:00
2026-04-02,VTBR,W,2026-04-08,19865600.0,22492,63044,25238,2026-04-02 23:50:00
2026-04-02,VTBR,W,2026-04-22,468200.0,527,1054,1054,2026-04-02 23:50:00
2026-04-02,VTBR,M,2026-04-15,6135700.0,6913,56936,9056,2026-04-02 23:50:00
2026-04-02,VTBR,W,2026-04-08,19865600.0,22492,63044,25238,2026-04-02 23:50:00
2026-04-02,VTBR,W,2026-04-22,468200.0,527,1054,1054,2026-04-02 23:50:00
2026-04-02,VTBR,M,2026-04-15,6135700.0,6913,56936,9056,2026-04-02 23:50:00
2026-04-02,YDEX,W,2026-04-08,7252700.0,1686,13724,1742,2026-04-02 23:50:00
2026-04-02,YDEX,W,2026-04-22,2981900.0,699,1414,1398,2026-04-02 23:50:00
2026-04-02,YDEX,M,2026-04-15,4274300.0,1189,19038,942,2026-04-02 23:50:00
2026-04-02,YDEX,M,2026-05-20,20900.0,5,10,10,2026-04-02 23:50:00
2026-04-02,YDEX,Q,2026-06-17,1045000.0,250,3014,500,2026-04-02 23:50:00
2026-04-02,YDEX,W,2026-04-08,7252700.0,1686,13724,1742,2026-04-02 23:50:00
2026-04-02,YDEX,W,2026-04-22,2981900.0,699,1414,1398,2026-04-02 23:50:00
2026-04-02,YDEX,M,2026-04-15,4274300.0,1189,19038,942,2026-04-02 23:50:00
2026-04-02,YDEX,M,2026-05-20,20900.0,5,10,10,2026-04-02 23:50:00
2026-04-02,YDEX,Q,2026-06-17,1045000.0,250,3014,500,2026-04-02 23:50:00
2026-04-03,AFKS,M,2026-04-15,600.0,50,30138,100,2026-04-03 23:50:00
2026-04-03,AFKS,M,2026-04-15,600.0,50,30138,100,2026-04-03 23:50:00
2026-04-03,AFLT,W,2026-04-08,8647245.0,17118,54082,33504,2026-04-03 23:50:00
2026-04-03,AFLT,W,2026-04-22,286500.0,600,3052,1200,2026-04-03 23:50:00
2026-04-03,AFLT,M,2026-04-15,284190.0,586,19244,1172,2026-04-03 23:50:00
2026-04-03,AFLT,W,2026-04-08,8647245.0,17118,54082,33504,2026-04-03 23:50:00
2026-04-03,AFLT,W,2026-04-22,286500.0,600,3052,1200,2026-04-03 23:50:00
2026-04-03,AFLT,M,2026-04-15,284190.0,586,19244,1172,2026-04-03 23:50:00
2026-04-03,ALRS,W,2026-04-08,6196383.0,180453,755258,327958,2026-04-03 23:50:00
2026-04-03,ALRS,W,2026-04-22,331541.0,9832,55864,19264,2026-04-03 23:50:00
2026-04-03,ALRS,M,2026-04-15,690638.0,19512,467410,32722,2026-04-03 23:50:00
2026-04-03,ALRS,M,2026-05-20,18000.0,600,1200,1200,2026-04-03 23:50:00
2026-04-03,ALRS,Q,2029-03-21,0.0,10807,7136018,0,2026-04-03 17:21:24
2026-04-03,ALRS,Q,2029-06-20,0.0,2005,6401694,-4010,2026-04-03 17:21:18
2026-04-03,ALRS,W,2026-04-08,6196383.0,180453,755258,327958,2026-04-03 23:50:00
2026-04-03,ALRS,W,2026-04-22,331541.0,9832,55864,19264,2026-04-03 23:50:00
2026-04-03,ALRS,M,2026-04-15,690638.0,19512,467410,32722,2026-04-03 23:50:00
2026-04-03,ALRS,M,2026-05-20,18000.0,600,1200,1200,2026-04-03 23:50:00
2026-04-03,ALRS,Q,2029-03-21,0.0,10807,7136018,0,2026-04-03 17:21:24
2026-04-03,ALRS,Q,2029-06-20,0.0,2005,6401694,-4010,2026-04-03 17:21:18
2026-04-03,ASTR,Q,2028-09-20,0.0,36,57794,-72,2026-04-03 17:22:26
2026-04-03,ASTR,Q,2028-12-20,0.0,814,199526,-1628,2026-04-03 17:22:20
2026-04-03,ASTR,Q,2028-09-20,0.0,36,57794,-72,2026-04-03 17:22:26
2026-04-03,ASTR,Q,2028-12-20,0.0,814,199526,-1628,2026-04-03 17:22:20
2026-04-03,CHMF,W,2026-04-08,296600.0,347,4106,594,2026-04-03 23:50:00
2026-04-03,CHMF,W,2026-04-22,198750.0,250,800,500,2026-04-03 23:50:00
2026-04-03,CHMF,M,2026-04-15,226950.0,261,7616,102,2026-04-03 23:50:00
2026-04-03,CHMF,W,2026-04-08,296600.0,347,4106,594,2026-04-03 23:50:00
2026-04-03,CHMF,W,2026-04-22,198750.0,250,800,500,2026-04-03 23:50:00
2026-04-03,CHMF,M,2026-04-15,226950.0,261,7616,102,2026-04-03 23:50:00
2026-04-03,FEES,W,2026-04-08,89200.0,126,4096,126,2026-04-03 23:50:00
2026-04-03,FEES,W,2026-04-22,14400.0,20,620,40,2026-04-03 23:50:00
2026-04-03,FEES,M,2026-04-15,4100.0,6,3778,12,2026-04-03 23:50:00
2026-04-03,FEES,W,2026-04-08,89200.0,126,4096,126,2026-04-03 23:50:00
2026-04-03,FEES,W,2026-04-22,14400.0,20,620,40,2026-04-03 23:50:00
2026-04-03,FEES,M,2026-04-15,4100.0,6,3778,12,2026-04-03 23:50:00
2026-04-03,GMKN,W,2026-04-08,1916050.0,1407,8590,1934,2026-04-03 23:50:00
2026-04-03,GMKN,W,2026-04-22,669000.0,495,1970,890,2026-04-03 23:50:00
2026-04-03,GMKN,M,2026-04-15,1908500.0,1404,37534,1556,2026-04-03 23:50:00
2026-04-03,GMKN,W,2026-04-08,1916050.0,1407,8590,1934,2026-04-03 23:50:00
2026-04-03,GMKN,W,2026-04-22,669000.0,495,1970,890,2026-04-03 23:50:00
2026-04-03,GMKN,M,2026-04-15,1908500.0,1404,37534,1556,2026-04-03 23:50:00
2026-04-03,IRAO,W,2026-04-08,353280.0,1109,4794,620,2026-04-03 23:50:00
2026-04-03,IRAO,W,2026-04-22,46180.0,132,364,264,2026-04-03 23:50:00
2026-04-03,IRAO,M,2026-04-15,44160.0,138,4948,176,2026-04-03 23:50:00
2026-04-03,IRAO,W,2026-04-08,353280.0,1109,4794,620,2026-04-03 23:50:00
2026-04-03,IRAO,W,2026-04-22,46180.0,132,364,264,2026-04-03 23:50:00
2026-04-03,IRAO,M,2026-04-15,44160.0,138,4948,176,2026-04-03 23:50:00
2026-04-03,LKOH,W,2026-04-08,1479750.0,266,3012,468,2026-04-03 23:50:00
2026-04-03,LKOH,W,2026-04-22,634500.0,113,588,226,2026-04-03 23:50:00
2026-04-03,LKOH,M,2026-04-15,1009250.0,186,4614,178,2026-04-03 23:50:00
2026-04-03,LKOH,W,2026-04-08,1479750.0,266,3012,468,2026-04-03 23:50:00
2026-04-03,LKOH,W,2026-04-22,634500.0,113,588,226,2026-04-03 23:50:00
2026-04-03,LKOH,M,2026-04-15,1009250.0,186,4614,178,2026-04-03 23:50:00
2026-04-03,MAGN,W,2026-04-08,314734.0,11516,208106,18022,2026-04-03 23:50:00
2026-04-03,MAGN,W,2026-04-22,166400.0,6100,28200,4200,2026-04-03 23:50:00
2026-04-03,MAGN,M,2026-04-15,378926.0,13916,231024,15808,2026-04-03 23:50:00
2026-04-03,MAGN,W,2026-04-08,314734.0,11516,208106,18022,2026-04-03 23:50:00
2026-04-03,MAGN,W,2026-04-22,166400.0,6100,28200,4200,2026-04-03 23:50:00
2026-04-03,MAGN,M,2026-04-15,378926.0,13916,231024,15808,2026-04-03 23:50:00
2026-04-03,MOEX,W,2026-04-08,1786130.0,10787,206732,20820,2026-04-03 23:50:00
2026-04-03,MOEX,W,2026-04-22,2797800.0,16630,65190,33260,2026-04-03 23:50:00
2026-04-03,MOEX,M,2026-04-15,643180.0,3789,205330,6968,2026-04-03 23:50:00
2026-04-03,MOEX,M,2026-05-20,16000.0,89,214,178,2026-04-03 23:50:00
2026-04-03,MOEX,W,2026-04-08,1786130.0,10787,206732,20820,2026-04-03 23:50:00
2026-04-03,MOEX,W,2026-04-22,2797800.0,16630,65190,33260,2026-04-03 23:50:00
2026-04-03,MOEX,M,2026-04-15,643180.0,3789,205330,6968,2026-04-03 23:50:00
2026-04-03,MOEX,M,2026-05-20,16000.0,89,214,178,2026-04-03 23:50:00
2026-04-03,MSNG,M,2026-04-15,64400.0,335,4886,250,2026-04-03 23:50:00
2026-04-03,MSNG,M,2026-04-15,64400.0,335,4886,250,2026-04-03 23:50:00
2026-04-03,MTLR,W,2026-04-08,85420.0,1256,11344,1700,2026-04-03 23:50:00
2026-04-03,MTLR,W,2026-04-22,7000.0,100,200,200,2026-04-03 23:50:00
2026-04-03,MTLR,M,2026-04-15,83600.0,1110,7766,1618,2026-04-03 23:50:00
2026-04-03,MTLR,W,2026-04-08,85420.0,1256,11344,1700,2026-04-03 23:50:00
2026-04-03,MTLR,W,2026-04-22,7000.0,100,200,200,2026-04-03 23:50:00
2026-04-03,MTLR,M,2026-04-15,83600.0,1110,7766,1618,2026-04-03 23:50:00
2026-04-03,NLMK,M,2026-04-15,11080.0,112,1860,24,2026-04-03 23:50:00
2026-04-03,NLMK,M,2026-04-15,11080.0,112,1860,24,2026-04-03 23:50:00
2026-04-03,PIKK,W,2026-04-08,2235175.0,4378,15278,2356,2026-04-03 23:50:00
2026-04-03,PIKK,W,2026-04-22,1102250.0,2100,7002,4198,2026-04-03 23:50:00
2026-04-03,PIKK,M,2026-04-15,2259400.0,4484,15370,5886,2026-04-03 23:50:00
2026-04-03,PIKK,W,2026-04-08,2235175.0,4378,15278,2356,2026-04-03 23:50:00
2026-04-03,PIKK,W,2026-04-22,1102250.0,2100,7002,4198,2026-04-03 23:50:00
2026-04-03,PIKK,M,2026-04-15,2259400.0,4484,15370,5886,2026-04-03 23:50:00
2026-04-03,PLZL,W,2026-04-08,946000.0,42,180,84,2026-04-03 23:50:00
2026-04-03,PLZL,W,2026-04-22,114000.0,5,50,10,2026-04-03 23:50:00
2026-04-03,PLZL,Q,2029-03-21,0.0,35,16948,-70,2026-04-03 17:23:35
2026-04-03,PLZL,Q,2029-06-20,0.0,3,13478,-6,2026-04-03 17:23:28
2026-04-03,PLZL,W,2026-04-08,946000.0,42,180,84,2026-04-03 23:50:00
2026-04-03,PLZL,W,2026-04-22,114000.0,5,50,10,2026-04-03 23:50:00
2026-04-03,PLZL,Q,2029-03-21,0.0,35,16948,-70,2026-04-03 17:23:35
2026-04-03,PLZL,Q,2029-06-20,0.0,3,13478,-6,2026-04-03 17:23:28
2026-04-03,POSI,W,2026-04-08,148500.0,135,540,156,2026-04-03 23:50:00
2026-04-03,POSI,W,2026-04-22,116600.0,109,268,202,2026-04-03 23:50:00
2026-04-03,POSI,M,2026-04-15,134000.0,120,646,-100,2026-04-03 23:50:00
2026-04-03,POSI,Q,2028-09-20,0.0,8,12538,-16,2026-04-03 17:22:54
2026-04-03,POSI,Q,2028-12-20,0.0,206,52170,-80,2026-04-03 17:38:19
2026-04-03,POSI,W,2026-04-08,148500.0,135,540,156,2026-04-03 23:50:00
2026-04-03,POSI,W,2026-04-22,116600.0,109,268,202,2026-04-03 23:50:00
2026-04-03,POSI,M,2026-04-15,134000.0,120,646,-100,2026-04-03 23:50:00
2026-04-03,POSI,Q,2028-09-20,0.0,8,12538,-16,2026-04-03 17:22:54
2026-04-03,POSI,Q,2028-12-20,0.0,206,52170,-80,2026-04-03 17:38:19
2026-04-03,ROSN,W,2026-04-08,5321000.0,11340,161776,16202,2026-04-03 23:50:00
2026-04-03,ROSN,W,2026-04-22,640970.0,1354,8056,2708,2026-04-03 23:50:00
2026-04-03,ROSN,M,2026-04-15,4614510.0,13163,126228,5524,2026-04-03 23:50:00
2026-04-03,ROSN,M,2026-05-20,540.0,1,2,2,2026-04-03 23:50:00
2026-04-03,ROSN,Q,2026-06-17,1549380.0,4343,770040,3004,2026-04-03 23:50:00
2026-04-03,ROSN,Q,2026-12-16,186000.0,793,1428972,-1586,2026-04-03 23:50:00
2026-04-03,ROSN,Q,2027-03-17,0.0,237,1134824,-474,2026-04-03 22:54:05
2026-04-03,ROSN,Q,2027-09-15,0.0,295,1210694,0,2026-04-03 17:23:49
2026-04-03,ROSN,Q,2027-12-15,480.0,183,883898,2,2026-04-03 23:50:00
2026-04-03,ROSN,W,2026-04-08,5321000.0,11340,161776,16202,2026-04-03 23:50:00
2026-04-03,ROSN,W,2026-04-22,640970.0,1354,8056,2708,2026-04-03 23:50:00
2026-04-03,ROSN,M,2026-04-15,4614510.0,13163,126228,5524,2026-04-03 23:50:00
2026-04-03,ROSN,M,2026-05-20,540.0,1,2,2,2026-04-03 23:50:00
2026-04-03,ROSN,Q,2026-06-17,1549380.0,4343,770040,3004,2026-04-03 23:50:00
2026-04-03,ROSN,Q,2026-12-16,186000.0,793,1428972,-1586,2026-04-03 23:50:00
2026-04-03,ROSN,Q,2027-03-17,0.0,237,1134824,-474,2026-04-03 22:54:05
2026-04-03,ROSN,Q,2027-09-15,0.0,295,1210694,0,2026-04-03 17:23:49
2026-04-03,ROSN,Q,2027-12-15,480.0,183,883898,2,2026-04-03 23:50:00
2026-04-03,RTKM,W,2026-04-08,354960.0,618,5314,900,2026-04-03 23:50:00
2026-04-03,RTKM,W,2026-04-22,430500.0,750,2600,1500,2026-04-03 23:50:00
2026-04-03,RTKM,M,2026-04-15,711120.0,1226,15752,1552,2026-04-03 23:50:00
2026-04-03,RTKM,W,2026-04-08,354960.0,618,5314,900,2026-04-03 23:50:00
2026-04-03,RTKM,W,2026-04-22,430500.0,750,2600,1500,2026-04-03 23:50:00
2026-04-03,RTKM,M,2026-04-15,711120.0,1226,15752,1552,2026-04-03 23:50:00
2026-04-03,RUAL,W,2026-04-08,210060.0,524,17178,424,2026-04-03 23:50:00
2026-04-03,RUAL,W,2026-04-22,132645.0,329,1378,224,2026-04-03 23:50:00
2026-04-03,RUAL,M,2026-04-15,555420.0,1286,19620,2152,2026-04-03 23:50:00
2026-04-03,RUAL,W,2026-04-08,210060.0,524,17178,424,2026-04-03 23:50:00
2026-04-03,RUAL,W,2026-04-22,132645.0,329,1378,224,2026-04-03 23:50:00
2026-04-03,RUAL,M,2026-04-15,555420.0,1286,19620,2152,2026-04-03 23:50:00
2026-04-03,SIBN,W,2026-04-08,82770.0,159,2762,318,2026-04-03 23:50:00
2026-04-03,SIBN,M,2026-04-15,58120.0,111,5910,140,2026-04-03 23:50:00
2026-04-03,SIBN,W,2026-04-08,82770.0,159,2762,318,2026-04-03 23:50:00
2026-04-03,SIBN,M,2026-04-15,58120.0,111,5910,140,2026-04-03 23:50:00
2026-04-03,SMLT,W,2026-04-08,123750.0,202,2760,404,2026-04-03 23:50:00
2026-04-03,SMLT,W,2026-04-22,6000.0,10,308,0,2026-04-03 23:50:00
2026-04-03,SMLT,M,2026-04-15,109950.0,153,5750,-34,2026-04-03 23:50:00
2026-04-03,SMLT,W,2026-04-08,123750.0,202,2760,404,2026-04-03 23:50:00
2026-04-03,SMLT,W,2026-04-22,6000.0,10,308,0,2026-04-03 23:50:00
2026-04-03,SMLT,M,2026-04-15,109950.0,153,5750,-34,2026-04-03 23:50:00
2026-04-03,SPBE,W,2026-04-08,105000.0,450,1300,900,2026-04-03 23:50:00
2026-04-03,SPBE,W,2026-04-08,105000.0,450,1300,900,2026-04-03 23:50:00
2026-04-03,SVCB,W,2026-04-08,355400.0,283,2798,384,2026-04-03 23:50:00
2026-04-03,SVCB,W,2026-04-22,31250.0,25,180,50,2026-04-03 23:50:00
2026-04-03,SVCB,M,2026-04-15,24500.0,19,2468,38,2026-04-03 23:50:00
2026-04-03,SVCB,Q,2029-06-20,0.0,130,29560,-260,2026-04-03 17:24:41
2026-04-03,SVCB,W,2026-04-08,355400.0,283,2798,384,2026-04-03 23:50:00
2026-04-03,SVCB,W,2026-04-22,31250.0,25,180,50,2026-04-03 23:50:00
2026-04-03,SVCB,M,2026-04-15,24500.0,19,2468,38,2026-04-03 23:50:00
2026-04-03,SVCB,Q,2029-06-20,0.0,130,29560,-260,2026-04-03 17:24:41
2026-04-03,TATN,W,2026-04-08,5611700.0,8647,40936,3064,2026-04-03 23:50:00
2026-04-03,TATN,W,2026-04-22,4065000.0,6250,26900,10800,2026-04-03 23:50:00
2026-04-03,TATN,M,2026-04-15,5398700.0,8112,109310,10976,2026-04-03 23:50:00
2026-04-03,TATN,W,2026-04-08,5611700.0,8647,40936,3064,2026-04-03 23:50:00
2026-04-03,TATN,W,2026-04-22,4065000.0,6250,26900,10800,2026-04-03 23:50:00
2026-04-03,TATN,M,2026-04-15,5398700.0,8112,109310,10976,2026-04-03 23:50:00
2026-04-03,VKCO,W,2026-04-08,225620.0,811,18146,1600,2026-04-03 23:50:00
2026-04-03,VKCO,W,2026-04-22,237000.0,900,3624,1500,2026-04-03 23:50:00
2026-04-03,VKCO,M,2026-04-15,174280.0,638,12932,954,2026-04-03 23:50:00
2026-04-03,VKCO,W,2026-04-08,225620.0,811,18146,1600,2026-04-03 23:50:00
2026-04-03,VKCO,W,2026-04-22,237000.0,900,3624,1500,2026-04-03 23:50:00
2026-04-03,VKCO,M,2026-04-15,174280.0,638,12932,954,2026-04-03 23:50:00
2026-04-03,VTBR,W,2026-04-08,22064480.0,23952,84358,21314,2026-04-03 23:50:00
2026-04-03,VTBR,W,2026-04-22,1039660.0,1143,3146,2092,2026-04-03 23:50:00
2026-04-03,VTBR,M,2026-04-15,4042600.0,4406,63316,6380,2026-04-03 23:50:00
2026-04-03,VTBR,W,2026-04-08,22064480.0,23952,84358,21314,2026-04-03 23:50:00
2026-04-03,VTBR,W,2026-04-22,1039660.0,1143,3146,2092,2026-04-03 23:50:00
2026-04-03,VTBR,M,2026-04-15,4042600.0,4406,63316,6380,2026-04-03 23:50:00
2026-04-03,YDEX,W,2026-04-08,12372500.0,2956,14558,834,2026-04-03 23:50:00
2026-04-03,YDEX,W,2026-04-22,6900500.0,1709,4626,3212,2026-04-03 23:50:00
2026-04-03,YDEX,M,2026-04-15,5496300.0,1328,19386,348,2026-04-03 23:50:00
2026-04-03,YDEX,Q,2026-06-17,3733200.0,900,4814,1800,2026-04-03 23:50:00
2026-04-03,YDEX,Q,2028-09-20,0.0,5,8324,-10,2026-04-03 17:22:04
2026-04-03,YDEX,Q,2028-12-20,0.0,109,26596,-218,2026-04-03 17:23:21
2026-04-03,YDEX,W,2026-04-08,12372500.0,2956,14558,834,2026-04-03 23:50:00
2026-04-03,YDEX,W,2026-04-22,6900500.0,1709,4626,3212,2026-04-03 23:50:00
2026-04-03,YDEX,M,2026-04-15,5496300.0,1328,19386,348,2026-04-03 23:50:00
2026-04-03,YDEX,Q,2026-06-17,3733200.0,900,4814,1800,2026-04-03 23:50:00
2026-04-03,YDEX,Q,2028-09-20,0.0,5,8324,-10,2026-04-03 17:22:04
2026-04-03,YDEX,Q,2028-12-20,0.0,109,26596,-218,2026-04-03 17:23:21
